"ΟΝΟΜΑΣΙΑ ΦΟΡΕΑ - ΥΠΗΡΕΣΙΑΣ","ΕΠΟΠΤΕΥΟΝ ΥΠΟΥΡΓΕΙΟ","ΝΟΜΙΚΗ ΜΟΡΦΗ - ΕΙΔΟΣ ΥΠΗΡΕΣΙΑΣ","ΤΟΜΕΙΣ ΠΟΛΙΤΙΚΗΣ","ΥΠΑΓΩΓΗ ΣΤΟ ΔΗΜΟΣΙΟ ΤΟΜΕΑ","ΛΟΙΠΕΣ ΠΛΗΡΟΦΟΡΙΕΣ",﻿"URL","FRAMEWORKS","SERVER","CDN","SSL","COPYRIGHT"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΔΕΛΤΑ ΝΕΣΤΟΥ - ΒΙΣΤΩΝΙΔΑΣ - ΙΣΜΑΡΙΔΑΣ ΚΑΙ ΘΑΣΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.fd-nestosvistonis.gr","Shockwave Flash Embed/","Apache/nginx/","yes","yes","Hetzner","Copyright Year 2012"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","greenagenda.gr","PHP/Shockwave Flash Embed/DAV/Sense/","Apache/Varnish/Apache 2.2/nginx/nginx 1.8/LiteSpeed/","yes","yes","SingleHop","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΔΩΔΕΚΑΝΗΣΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΑΙΝΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.foreasainou.gr","PHP/","Apache/nginx/","N/A","yes","LeaseWeb","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΟΙΤΗΣ ΚΟΙΛΑΔΑΣ ΣΠΕΡΧΕΙΟΥ ΚΑΙ ΜΑΛΙΑΚΟΥ ΚΟΛΠΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://oiti.gr","","Apache/nginx/","yes","yes","Pulsant","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΟΛΥΜΠΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.olympusfd.gr","Classic ASP/ASP.NET/PHP/PHP 7/","IIS/IIS 8/nginx/","yes","yes","Hetzner","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΠΑΡΝΑΣΣΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://oiti.gr","","Apache/nginx/","yes","yes","Pulsant","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΠΑΡΝΗΘΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.parnitha.net","Shockwave Flash Embed/ASP.NET/Adobe Dreamweaver/Classic ASP/","IIS 7/IIS/IIS 8/","N/A","yes","OVH","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΔΡΥΜΟΥ ΣΑΜΑΡΙΑΣ - ΔΥΤΙΚΗΣ ΚΡΗΤΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.samaria.gr","PHP/","Apache/nginx/","N/A","yes","Forthnet","Copyright Year 2016"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΘΑΛΑΣΣΙΟΥ ΠΑΡΚΟΥ ΖΑΚΥΝΘΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.nmp-zak.org","Shockwave Flash Embed/PHP/","Apache/Apache 2.2/nginx/","yes","yes","Hetzner","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΠΑΡΚΟΥ ΒΟΡΕΙΑΣ ΠΙΝΔΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","pindosnationalpark.gr","PHP/Bridge/","Apache/nginx/","yes","yes","Hetzner","Copyright Year 2017"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΠΑΡΚΟΥ ΔΑΣΟΥΣ ΔΑΔΙΑΣ - ΛΕΥΚΙΜΗΣ - ΣΟΥΦΛΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://dadia-np.gr","ASP.NET/ASP.NET Ajax/ASP.NET 2.0/ASP.NET 4.0/PHP/Subway/Engintron/","IIS 7/IIS/Apache/nginx/LiteSpeed/","yes","yes","OVH","Copyright Year 2014"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΠΑΡΚΟΥ ΠΡΕΣΠΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.biodiversitygr.org","Spine/","Apache/","yes","yes","Weebly Hosting","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΠΑΡΚΟΥ ΣΧΙΝΙΑ - ΜΑΡΑΘΩΝΑ ΥΜΗΤΤΟΥ ΚΑΙ ΝΟΤΙΟΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://npschiniasmarathon.gr","","Apache/nginx/","N/A","yes","Hetzner","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΘΝΙΚΟΥ ΠΑΡΚΟΥ ΤΖΟΥΜΕΡΚΩΝ ΚΟΙΛΑΔΑΣ ΑΧΕΛΩΟΥ ΑΓΡΑΦΩΝ ΚΑΙ ΜΕΤΕΩΡΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.tzoumerka-park.gr","PHP/PHP 7/","Apache/","yes","yes","Hetzner","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΕΥΒΟΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΘΕΡΜΑΪΚΟΥ ΚΟΛΠΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","http://www.data.gov.gr","","nginx/nginx 1.4/","yes","N/A","self hosted","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΑΛΑΜΑ - ΑΧΕΡΟΝΤΑ - ΚΕΡΚΥΡΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.kalamas-acherontas.gr","Frontpage Extensions/PHP/","Apache 2.2/Apache/","yes","N/A","Hetzner","Copyright Year 2013"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΑΡΛΑΣ - ΜΑΥΡΟΒΟΥΝΙΟΥ - ΚΕΦΑΛΟΒΡΥΣΟΥ ΒΕΛΕΣΤΙΝΟΥ - ΔΕΛΤΑ ΠΗΝΕΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.fdkarlas.gr","ASP.NET/","IIS/IIS 7/","N/A","N/A","self hosted","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΕΝΤΡΙΚΗΣ ΚΑΙ ΑΝΑΤΟΛΙΚΗΣ ΚΡΗΤΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΟΡΙΝΘΙΑΚΟΥ ΚΟΛΠΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΟΡΩΝΕΙΑΣ - ΒΟΛΒΗΣ - ΧΑΛΚΙΔΙΚΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.foreaskv.gr","","Apache/nginx/","yes","yes","Hetzner","Copyright Year 2013"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΚΥΚΛΑΔΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΛΙΜΝΗΣ ΚΕΡΚΙΝΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","kerkini.gr","Frontpage Extensions/PHP/PHP 7/","Apache/","yes","N/A","Psychz Networks","Copyright Year 2012"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΛΙΜΝΗΣ ΠΑΜΒΩΤΙΔΑΣ ΙΩΑΝΝΙΝΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","http://www.lakepamvotis.gr/","CakePHP/PHP/","Apache/nginx/","yes","yes","Cloudflare Hosting","Copyright Year 2012"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΛΙΜΝΟΘΑΛΑΣΣΑΣ ΜΕΣΟΛΟΓΓΙΟΥ - ΑΚΑΡΝΑΝΙΚΩΝ ΟΡΕΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","https://www.fdlmes.gr","Shockwave Flash Embed/","Apache/nginx/Apache 2.2/","yes","yes","Private Systems Networks","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΝΟΤΙΑΣ ΠΕΛΟΠΟΝΝΗΣΟΥ ΚΥΘΗΡΩΝ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΟΡΟΣΕΙΡΑΣ ΡΟΔΟΠΗΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.fdor.gr","PHP/","nginx/","yes","yes","JustHost","N/A"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΠΑΡΝΩΝΑ ΜΟΥΣΤΟΥ ΜΑΙΝΑΛΟΥ ΚΑΙ ΜΟΝΕΜΒΑΣΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.fdparnonas.gr","PHP/Natural/","Apache/Apache 2.4/","yes","yes","Host Europe","Copyright Year 2015"
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΥΓΡΟΤΟΠΩΝ ΚΟΤΥΧΙΟΥ - ΣΤΡΟΦΥΛΙΑΣ ΚΑΙ ΚΥΠΑΡΙΣΣΙΑΚΟΥ ΚΟΛΠΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΟΣΤΑΤΕΥΟΜΕΝΩΝ ΠΕΡΙΟΧΩΝ ΧΕΛΜΟΥ - ΒΟΥΡΑΪΚΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ","ΕΝΤΟΣ","","www.fdchelmos.gr","PHP/","Apache/nginx/","N/A","yes","Hetzner","Copyright Year 2011"
"ΦΟΡΟΛΟΓΙΚΕΣ ΠΕΡΙΦΕΡΕΙΕΣ","ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ","ΥΠΗΡΕΣΙΕΣ ΕΙΔΙΚΟΥ ΣΚΟΠΟΥ","","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://www.hua.gr","PHP/","Apache 2.2/Apache/IIS/IIS 8/Apache 2.4/","N/A","N/A","self hosted","Copyright Year 2017"
"ΧΗΜΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΕΛΛΑΔΟΣ","ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΕ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","ΘΥΓΑΤΡΙΚΗ ΤΗΣ ΕΛΛΗΝΙΚΑ ΧΡΗΜΑΤΙΣΤΗΡΙΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ","www.helex.gr","PHP/J2EE/Struts/","Apache/Apache 2.4/","N/A","yes","self hosted","Copyright Year 2018"
"ΧΡΗΜΑΤΙΣΤΗΡΙΟ ΑΘΗΝΩΝ ΑΕ","ΟΙΚΟΝΟΜΙΚΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΚΤΟΣ","ΘΥΓΑΤΡΙΚΗ ΤΗΣ ΕΛΛΗΝΙΚΑ ΧΡΗΜΑΤΙΣΤΗΡΙΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ","www.helex.gr","PHP/J2EE/Struts/","Apache/Apache 2.4/","N/A","yes","self hosted","Copyright Year 2018"
"ΨΥΧΙΑΤΡΙΚΟ ΝΟΣ. ΑΤΤΙΚΗΣ ΔΡΟΜΟΚΑΪΤΕΙΟ","ΥΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","2η ΔΥΠΕ","www.dromokaiteio.gr","Education Center/Genesis Framework/PHP/","Apache/","N/A","N/A","self hosted","N/A"
"ΨΥΧΙΑΤΡΙΚΟ ΝΟΣ. ΑΤΤΙΚΗΣ ","ΥΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","2η ΔΥΠΕ","www.psyhat.gr","PHP/","Apache/","N/A","yes","Hetzner","N/A"
"Ελληνική Ποδοσφαιρική Ομοσπονδία","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΑΘΛΗΤΙΣΜΟΥ","ΕΚΤΟΣ","","https://www.epo.gr","ASP.NET/PHP/","IIS/IIS 7/Apache/","N/A","yes","Dedicated Hosting","N/A"
